x,y
3.9027969535169658,5.0729072432760525
2.8768996499575583,5.403085961219367
6.0397270908927005,6.471929368973272
4.596633961897893,5.307384218627415
4.873970414686985,4.388774659695175
4.162483277174947,4.608380189280399
3.3940372392825973,5.1399781061145635
6.255237374724219,5.093460829462151
4.3111310161530785,6.459589268228421
6.66095248814794,6.395352929756955
5.8073081862107285,4.641064073757739
4.68524185328254,4.451357871813801
3.9140975988731332,2.4429453959321417
4.267538013279543,4.45107958667778
3.7874768689048306,4.021942293915716
7.0871133595881854,4.645175541905181
5.164441230229825,5.3915842423501115
6.150205542546632,5.177192329198988
3.7326479509897723,4.970031992952458
5.181035129597004,5.199582111088514
6.1778619388085785,4.873882226769008
4.664989238066984,5.197018932543476
6.031114458921742,1.7689449920806877
3.9154320879942333,4.730706510249246
3.6365284553814154,4.889149278946993
5.379400612078136,4.658738283793414
4.620823565427448,4.7820537378970585
1.4179434108552231,2.7744281692669412
2.3971002787857785,1.8071171025229942
-0.7859043087115503,2.3167930428765637
0.2911722662154034,3.1990940836371458
0.9252746839317694,3.0307066085109526
0.22498323107240792,2.55027360817802
0.8502020971660389,3.1444753179293308
2.861729024181691,2.647704057569285
-0.4255292997340048,3.488213604433256
0.6236433005444144,2.5652901019704566
0.6577246095911065,2.7130773454328425
1.294907636588456,2.1566190287286897
0.16267626966406612,2.8917260584298528
1.95218766947061,3.854347573389753
2.329316591158137,2.0962266193417216
1.5246524534266106,1.9474416024777075
0.8519000151479683,2.695902062249325
1.8895319487581097,3.1808372568789207
1.1244465277722695,2.5874583034486203
1.9910925119539082,4.229139484771707
1.0351466617530074,2.0220825201750143
1.2620708288499114,2.3602147556152167
1.1432017252823317,2.9911903676932914
1.9010171565792489,3.362132939827857
1.2318586287379354,3.3514816184270764
0.2027420726236362,1.7993596482923422
1.1200101386364796,2.1572703753238427
0.3432039207368358,4.618325014504543
1.269174556224179,0.6092052179390492
1.3336669999765305,3.8825621182260757
1.2742350270215084,1.879179920905765
1.7621571732385133,3.124167783368462
0.3044994179566691,0.5656540160008356
1.2921471227333394,1.372982962372207
0.6151005756686116,1.89386054780222
1.1228747048675631,5.0086233662587105
-0.42904496521354396,3.9144799162396966
1.7028628331105682,2.1305614377538635
0.14149053013739343,3.137410170946228
-0.1404297940341468,2.2773853528267956
-0.5853599691899731,2.324448195320053
0.984698620654307,2.9591585491337855
0.6784391674665974,1.8424410613130524
1.5683493580033092,2.325018760558055
0.8003827760501725,3.4425264360670704
2.2728662476311294,2.880295749400493
2.27292534122708,3.5970058589921656
2.5810296827287633,0.9600937002530237
-0.7562671506546559,2.3552967047027145
1.92177430325738,1.3829965379474005
0.32469460086716706,1.1442921549912772
-0.4344361619118935,3.7480523973616027
1.470211249002586,4.970094607136756
1.0319673448167506,2.180328088383697
1.0444857398682839,3.423675210070402
1.478248788465422,1.1642930217371903
-1.5133518072246144,4.005836272883917
-0.15740245380618667,3.058344972975192
0.2952958739437256,3.9868701899116252
-0.04978878684377208,3.2782751258796723
-0.9079558852768994,3.1196190005365474
1.4925876466762824,5.139351491242037
1.8373616558728347,2.2257010912077195
-0.42881340190226824,2.57988214815746
0.810175729094131,2.222316840892262
-0.14094942978945424,1.985841395089841
-1.1257075482811931,0.6970388439173734
0.5864520860898914,2.632154499047664
1.4414897492902925,3.5919036732177574
1.1641111275970975,2.4398364269189825
0.344949345694634,4.033396755881024
0.6978723495125969,1.7928142529834596
0.7429553443881508,2.0657341113657273
0.8715863248729103,3.9223483689072074
1.2633859258658675,3.3736474297626997
1.1672180976389834,2.739486119422408
0.6912804917879745,3.6125076456009584
-0.26754461650238537,2.3735220924557474
0.7768097814179004,2.5970192704829853
0.17006566825978686,3.0897209452621803
-0.11271826438590926,2.4120060388203854
0.5538690508638675,2.424914363229181
0.5999828085490453,3.5787864078006715
1.3634390506237235,1.2549311783176995
1.9499277727984983,2.7523281982428034
0.6762055284880605,3.7330962871742814
1.2703170443447183,4.097343481647688
0.36618851973312316,3.15542586697953
-1.71484267999538,2.6276622694560046
1.655761388450809,2.6701364325160766
-0.17004858031669978,2.957560723133201
1.0598685044578144,2.996032219820539
-0.6418272862287349,3.2018289113924623
0.719303658003331,2.3372195768058237
0.320530277906348,3.1585180918629274
-0.8048009425587035,1.367398110554138
1.5377056445228057,2.0691362982013914
0.8782863126709067,2.3690313293636427
-0.04250948540135324,1.113021152116706
1.1382879240053376,1.8941833034440378
4.598949753010362,2.03651294655222
3.6022443616594764,1.5892438843145529
3.8010468258831107,1.920375249388015
4.6883102807202315,0.6221693564470204
5.3192321995265255,2.7105005779716773
5.968576902271819,1.5118148586524938
6.832601823197584,1.1885890650311166
4.3653580054677255,1.7433941248351827
5.336319306486847,0.4706518092824422
4.21027555750888,3.5790635301872156
5.926436308614083,0.0672391373910105
4.725803413647324,1.6190209568207332
5.772061643197849,1.800007563717879
3.339054073418696,-0.12773548060776507
6.419969404556182,0.507059231268262
5.6980516781108905,0.831585774061505
5.2603967905056175,-0.5455889557754441
4.4146119474709655,0.18347023104433147
5.659844439923227,1.8807292376267744
3.9707421571300543,2.1644203745776256
5.701290712014738,1.3350564071241289
3.388551316944376,2.1730083408011254
4.466019195398436,1.0056641294574038
4.857763162826598,1.8963299896392996
3.761258245230356,0.3402055619921991
4.571290102331525,1.9622908693208814
4.609049499833074,0.5616438324170345
4.859869604569024,0.8910131527562144
6.655583437068254,1.957898085070308
4.912217220264838,-0.6802502744413981
5.42516589340302,0.22957737891192198
5.194342308661984,1.5890373630857115
6.404261358292123,1.1883933048491735
4.68511125666728,0.9753551567508054
4.724265646261661,1.1070533707663694
5.517079318245828,2.6872729099137223
2.94089426739283,0.8264985573531987
2.820386818243341,1.0101390353650437
6.137622453984647,-0.463886518394387
4.789146156125134,-0.039843738822398
6.927009093874055,-0.1539274525484735
3.760378188661944,0.49379879285024286
5.725101014297313,1.2252372940770224
4.693339607689252,0.6887666116952739
5.662229511906797,1.2411218184464825
4.426875330251007,2.037851996953432
3.9406407526851472,0.9496340627585175
3.9345873320465574,0.2790035957057504
5.038799406278237,2.145166485470722
4.234899777521933,-0.18327299153956988
6.377239576778178,1.2283985067757055
4.853693661857251,1.112302009608037
4.858508496502654,1.6025674354390271
2.7708265002921753,0.9495408401524071
5.838807202017526,0.11323287759745015
5.33683973329181,1.692223965514969
5.210859217236935,0.5577944067475045
4.848093439610051,1.83214717369783
3.873982370955901,1.0597156489847446
5.58403608167781,0.22799859824325708
5.520617878465126,1.3830826262998235
5.5489011113315385,0.2746923653422144
5.771048490966313,2.0465114631153942
6.129543271756784,0.6517541933038455
4.326183874135491,1.5641449365119455
5.031513528052448,3.429223206037853
7.30503465406647,-0.599620998325286
4.438850310811546,0.7162073560580704
6.733326310632176,0.28014972035591845
5.0925569424476995,0.7786203871733715
4.897353139000612,2.4884229923909875
5.042627995432288,-0.05168907699778025
4.722253102035109,-0.08663087332515151
4.784262944443632,0.6431173092980995
4.802345797299812,1.237209198637505
5.0805700796811095,0.1845842325249616
6.282031327396321,2.4988351533598605
5.071957364617619,2.5325076267071065
6.782511926369429,2.075079948430316
4.2032581836144,1.1109411224521006
6.429023724038814,2.330118819958688
5.647329981425244,1.2016419241384921
5.150662474556469,0.252074001113228
5.576894959549518,0.7174524092080279
5.61437158221059,0.3205722257383796
6.738017711303098,2.3564646087246004
6.0641021720936905,0.4009418042918621
4.544991173914234,1.718272051084909
3.7708960129411495,0.8519380357013251
5.426520854560354,1.0647658123076427
5.677944447422178,1.0857811307699392
6.146686623063603,0.26603355981282173
5.1329308970410485,1.4848902600952558
5.615475517514094,0.7716942359861614
5.950898104998794,2.604094371225892
6.627279855126522,0.8894964390555379
5.383776340701911,1.184484721457673
7.048119753537971,0.5961091564392514
4.055154250053011,0.991440755424322
5.0411290133183915,2.1599923678252195
